frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
284,4.737,1465.63,349.76,12.72,0.65,236,0.602,1
285,4.7537,1443.01,341.9,11.85,0.838,238,0.782,1
286,4.7704,1420.28,334.89,11.73,0.838,238,0.782,1
287,4.787,1397.58,328.9,11.68,0.82,236,0.759,2
288,4.8037,1375.01,323.78,11.71,0.797,238,0.744,2
289,4.8204,1352.74,319.49,11.62,0.859,236,0.795,1
290,4.8371,1330.8,316.07,11.4,0.844,235,0.778,1
291,4.8538,1309.03,313.41,11.06,0.784,235,0.722,1
292,4.8704,1287.29,311.44,11.51,0.763,236,0.706,1
293,4.8871,1265.76,310.26,11.32,0.803,236,0.743,1
294,4.9038,1244.67,309.89,11.47,0.854,237,0.794,1
295,4.9205,1224.05,310.34,11.08,0.845,235,0.779,1
296,4.9372,1203.55,311.56,10.76,0.848,235,0.781,1
297,4.9538,1183.04,313.47,10.8,0.829,236,0.767,1
298,4.9705,1162.75,316.09,10.87,0.872,235,0.804,1
299,4.9872,1142.88,319.38,11.03,0.774,235,0.713,2
300,5.0039,1123.27,323.45,10.95,0.821,236,0.76,1
301,5.0206,1103.67,328.23,10.58,0.745,235,0.686,1
302,5.0372,1084.31,333.59,10.73,0.8,236,0.74,1
303,5.0539,1065.62,339.54,10.73,0.789,236,0.73,1
304,5.0706,1091.36,347.16,10.72,0.76,237,0.706,1
305,5.0873,1242.16,346.46,6.73,0.653,235,0.601,1
306,5.104,,,,,,0.0,0
307,5.1206,,,,,,0.0,0
308,5.1373,,,,,,0.0,0
309,5.154,1425.81,305.3,4.41,0.658,193,0.498,1
310,5.1707,,,,,,0.0,0
311,5.1874,,,,,,0.0,0
312,5.204,1408.51,222.83,4.44,0.812,243,0.774,2
313,5.2207,,,,,,0.0,0
314,5.2374,1311.15,190.18,4.41,0.799,242,0.758,1
315,5.2541,,,,,,0.0,0
316,5.2707,1219.24,270.01,4.42,0.837,246,0.808,1
317,5.2874,,,,,,0.0,0
318,5.3041,,,,,,0.0,0
319,5.3208,,,,,,0.0,0
320,5.3375,,,,,,0.0,0
321,5.3541,1116.01,422.63,5.47,0.733,239,0.687,1
322,5.3708,1059.18,516.04,10.08,0.881,242,0.836,1
323,5.3875,1056.64,538.23,10.3,0.732,242,0.695,2
324,5.4042,1070.32,540.21,10.28,0.833,242,0.791,2
325,5.4209,1084.33,542.7,10.33,0.859,240,0.809,1
326,5.4375,1098.32,545.78,10.52,0.762,242,0.723,2
327,5.4542,1112.3,548.76,10.79,0.823,239,0.771,1
328,5.4709,1125.95,549.63,10.1,0.794,239,0.744,1
329,5.4876,1138.97,547.22,10.39,0.842,240,0.793,1
330,5.5043,1151.59,543.13,10.25,0.82,242,0.778,1
331,5.5209,1164.36,539.17,10.23,0.862,242,0.818,1
332,5.5376,1177.37,535.91,9.93,0.808,237,0.751,1
333,5.5543,1190.24,533.57,10.43,0.879,239,0.823,1
334,5.571,1202.91,532.12,10.39,0.892,239,0.836,1
335,5.5877,1215.57,531.42,10.59,0.842,240,0.793,2
336,5.6043,1228.27,531.39,10.41,0.881,240,0.829,1
337,5.621,1241.07,532.04,10.46,0.855,239,0.801,1
338,5.6377,1253.96,533.52,10.33,0.868,240,0.817,1
339,5.6544,1266.8,535.7,10.38,0.876,239,0.821,1
340,5.6711,1279.61,537.4,10.75,0.816,242,0.774,1
341,5.6877,1292.48,537.08,10.7,0.851,242,0.807,1
342,5.7044,1305.51,534.83,10.72,0.897,239,0.841,2
343,5.7211,1318.64,532.18,10.73,0.884,240,0.832,2
344,5.7378,1331.69,530.13,10.85,0.883,240,0.831,2
345,5.7545,1344.59,528.81,10.62,0.887,239,0.831,2
346,5.7711,1357.49,528.19,10.76,0.837,237,0.778,1
347,5.7878,1370.5,528.34,10.83,0.901,239,0.844,2
348,5.8045,1383.65,528.94,10.87,0.822,240,0.774,2
349,5.8212,1396.83,528.95,10.76,0.684,240,0.644,2
350,5.8379,1409.85,527.42,10.9,0.845,238,0.789,2
351,5.8545,1422.74,524.96,10.86,0.897,239,0.841,1
352,5.8712,1435.72,522.71,10.98,0.826,238,0.771,2
353,5.8879,1448.78,521.28,10.89,0.862,238,0.804,2
354,5.9046,1461.76,520.79,10.93,0.806,239,0.755,2
355,5.9213,1474.63,520.86,10.83,0.872,238,0.814,1
356,5.9379,1487.47,520.56,10.98,0.849,237,0.789,2
357,5.9546,1500.36,519.12,11.03,0.851,236,0.787,2
358,5.9713,1513.46,517.06,11.04,0.872,236,0.807,2
359,5.988,1527.33,515.31,11.11,0.892,235,0.822,2
360,6.0047,1543.53,514.14,11.01,0.868,235,0.8,2
361,6.0213,,,,,,0.0,1
362,6.038,1561.71,513.05,11.01,0.798,233,0.729,2
363,6.0547,1526.04,501.16,10.81,0.817,235,0.753,2
364,6.0714,1306.95,453.42,11.15,0.838,233,0.766,2
365,6.088,,,,,,0.0,1
366,6.1047,933.52,376.09,4.77,0.782,195,0.598,1
367,6.1214,760.6,339.02,4.7,0.71,196,0.546,1
368,6.1381,957.81,373.29,4.77,0.666,198,0.517,1
369,6.1548,,,,,,0.0,1
370,6.1714,1313.43,436.96,11.11,0.821,235,0.757,2
371,6.1881,1315.3,434.53,9.21,0.516,233,0.472,2
372,6.2048,,,,,,0.0,1
373,6.2215,958.95,365.73,5.53,0.749,182,0.534,1
374,6.2382,707.47,316.31,5.19,0.679,195,0.519,1
375,6.2548,650.55,302.39,5.01,0.682,189,0.506,1
376,6.2715,649.63,298.48,5.0,0.67,190,0.499,1
377,6.2882,648.65,294.68,4.95,0.695,193,0.526,1
378,6.3049,647.8,291.28,4.92,0.766,195,0.586,1
379,6.3216,647.15,288.34,4.92,0.766,193,0.58,1
380,6.3382,646.7,285.89,4.67,0.7,192,0.527,1
381,6.3549,646.37,283.94,4.75,0.788,193,0.596,1
382,6.3716,645.87,282.35,4.6,0.693,192,0.522,2
383,6.3883,645.18,281.06,4.7,0.76,193,0.575,2
384,6.405,644.76,280.07,4.79,0.68,194,0.517,1
385,6.4216,609.47,264.07,4.57,0.737,196,0.567,1
386,6.4383,451.99,195.44,4.69,0.865,194,0.658,1
